gene	NA	NA	Protein-RPE-1-21-3	NA
UBE2Z	NA	NA	0.08738077	NA
NME1	NA	NA	0.01676018	NA
SCPEP1	NA	NA	0.8475454	NA
TMEM11	NA	NA	0.2249916	NA
ZNF207	NA	NA	-0.4912887	NA
SYNGR2	NA	NA	0.7265905	NA
C1QBP	NA	NA	-0.001586036	NA
UBTF	NA	NA	-0.7853413	NA
EIF1	NA	NA	-0.3414165	NA
PCYT2	NA	NA	-0.03955954	NA
SMG6	NA	NA	-0.1683853	NA
CDC42EP4	NA	NA	-0.3586213	NA
FXR2	NA	NA	-0.114367	NA
RAB5C	NA	NA	0.1032244	NA
PHB	NA	NA	-0.1135672	NA
DDX5	NA	NA	-0.5373458	NA
SMARCE1	NA	NA	-0.651775	NA
NLE1	NA	NA	-0.4776773	NA
PNPO	NA	NA	0.7413725	NA
DUSP3	NA	NA	0.3907746	NA
GALK1	NA	NA	0.6732911	NA
TACO1	NA	NA	-0.2781037	NA
SGSH	NA	NA	NaN	NA
RPA1	NA	NA	-0.7186137	NA
UTP6	NA	NA	-0.4577518	NA
TAF15	NA	NA	-0.06419307	NA
GGA3	NA	NA	0.2166325	NA
CDK12	NA	NA	NaN	NA
RPL23A	NA	NA	-0.3199646	NA
ACLY	NA	NA	0.2961729	NA
GRB2	NA	NA	-0.2056427	NA
PRKAR1A	NA	NA	-0.2195867	NA
COA3	NA	NA	NaN	NA
DRG2	NA	NA	-0.2247812	NA
GOSR2	NA	NA	-0.1571731	NA
TOM1L1	NA	NA	-0.1378968	NA
LGALS3BP	NA	NA	0.5148221	NA
PSMC5	NA	NA	-0.07121355	NA
CLTC	NA	NA	0.1669723	NA
CCDC47	NA	NA	-0.251204	NA
MAP2K4	NA	NA	-0.01891906	NA
RPL19	NA	NA	-0.3605329	NA
EIF4A1	NA	NA	-0.3854863	NA
COPS3	NA	NA	0.005434721	NA
NPEPPS	NA	NA	0.5060248	NA
ERAL1	NA	NA	0.3991403	NA
FASN	NA	NA	-0.1154328	NA
FDXR	NA	NA	1.182131	NA
CPD	NA	NA	0.3135129	NA
RPL26	NA	NA	-0.41738	NA
GEMIN4	NA	NA	-0.7518714	NA
PSMB3	NA	NA	0.09525004	NA
ACADVL	NA	NA	0.5892464	NA
UNK	NA	NA	-0.3851602	NA
ICT1	NA	NA	-0.1873877	NA
GOSR1	NA	NA	-0.2368294	NA
C17orf75	NA	NA	-0.4047941	NA
TRIM25	NA	NA	0.08359976	NA
PSME3	NA	NA	-0.5154096	NA
SRR	NA	NA	-0.005184348	NA
ABR	NA	NA	0.02776328	NA
TBCD	NA	NA	-0.3077783	NA
FLII	NA	NA	0.1668752	NA
DHX8	NA	NA	0.03529816	NA
POLR2A	NA	NA	-0.6984853	NA
VPS25	NA	NA	-0.1527676	NA
WBP2	NA	NA	0.574777	NA
C17orf85	NA	NA	-0.4111008	NA
DDX52	NA	NA	0.2446167	NA
MRPS23	NA	NA	-0.5030434	NA
PTRH2	NA	NA	0.2337526	NA
ZNF830	NA	NA	NaN	NA
DYNLL2	NA	NA	0.1688686	NA
SCRN2	NA	NA	NaN	NA
PHF23	NA	NA	NaN	NA
ASPSCR1	NA	NA	-0.01335502	NA
MSI2	NA	NA	0.722896	NA
FN3KRP	NA	NA	NaN	NA
TVP23B	NA	NA	0.2903917	NA
TVP23C	NA	NA	0.2903917	NA
SNF8	NA	NA	0.01176248	NA
EXOC7	NA	NA	0.2448218	NA
OVCA2	NA	NA	-0.1929516	NA
PSMD11	NA	NA	-0.1083571	NA
LUC7L3	NA	NA	-0.4992719	NA
COG1	NA	NA	0.4522373	NA
PLCD3	NA	NA	1.334898	NA
GPS1	NA	NA	-0.03054795	NA
VAT1	NA	NA	1.245985	NA
ANKFY1	NA	NA	0.05904387	NA
RPTOR	NA	NA	0.2728007	NA
MINK1	NA	NA	0.1372352	NA
SRP68	NA	NA	-0.4019581	NA
MRPL10	NA	NA	-0.00668939	NA
SENP3	NA	NA	-0.2492632	NA
NUP85	NA	NA	-0.3904476	NA
AURKB	NA	NA	NaN	NA
PTRF	NA	NA	0.1571096	NA
KIF1C	NA	NA	NaN	NA
BAIAP2	NA	NA	-0.06763871	NA
ARRB2	NA	NA	NaN	NA
KAT7	NA	NA	-0.606321	NA
GRN	NA	NA	1.661593	NA
COASY	NA	NA	0.434013	NA
PSMD12	NA	NA	-0.0802483	NA
MRPL45	NA	NA	-0.1439158	NA
RPL38	NA	NA	-0.5138949	NA
SRSF1	NA	NA	-0.4826418	NA
ITGA3	NA	NA	0.4762775	NA
PITPNA	NA	NA	0.192876	NA
PIP4K2B	NA	NA	0.08925197	NA
PFN1	NA	NA	0.01846882	NA
RHOT1	NA	NA	0.3170724	NA
FTSJ3	NA	NA	-0.4639363	NA
ENO3	NA	NA	NaN	NA
PAFAH1B1	NA	NA	0.3269321	NA
TOP2A	NA	NA	-0.8630663	NA
MAP2K3	NA	NA	-0.06915224	NA
RPL27	NA	NA	-0.2973675	NA
BLMH	NA	NA	-0.552377	NA
SLC25A11	NA	NA	-0.07901972	NA
UBE2G1	NA	NA	0.06939125	NA
ATP5H	NA	NA	0.08416559	NA
CNP	NA	NA	-0.539134	NA
FAM134C	NA	NA	0.4267806	NA
BPTF	NA	NA	-0.2632748	NA
GNA13	NA	NA	0.3871096	NA
SPECC1	NA	NA	0.0114716	NA
DCAKD	NA	NA	-0.1740924	NA
PRPSAP1	NA	NA	-0.3149865	NA
TSR1	NA	NA	-0.800993	NA
RABEP1	NA	NA	0.3197836	NA
GAA	NA	NA	1.226915	NA
SDF2	NA	NA	0.09634471	NA
CDC27	NA	NA	-0.5081243	NA
TUBG2	NA	NA	-0.3466449	NA
TUBG1	NA	NA	-0.3466449	NA
CRLF3	NA	NA	-0.283151	NA
MPRIP	NA	NA	0.3564024	NA
ACOX1	NA	NA	0.131408	NA
ATPAF2	NA	NA	-0.09599186	NA
SYNRG	NA	NA	-0.1251221	NA
AZI1	NA	NA	-0.3846025	NA
TK1	NA	NA	-0.7554004	NA
EPN3	NA	NA	-0.6721085	NA
AATF	NA	NA	-0.1849785	NA
DHX33	NA	NA	-0.4588121	NA
FKBP10	NA	NA	0.02117468	NA
NOL11	NA	NA	-0.3419858	NA
ACSF2	NA	NA	1.156659	NA
DERL2	NA	NA	0.2865857	NA
NXN	NA	NA	-0.6735564	NA
CHMP6	NA	NA	-0.4584869	NA
WRAP53	NA	NA	-0.5492256	NA
SMG8	NA	NA	-0.09423603	NA
ALYREF	NA	NA	-0.6008406	NA
CCDC43	NA	NA	NaN	NA
DNAJC7	NA	NA	-0.4445611	NA
SMURF2	NA	NA	0.3787382	NA
NMT1	NA	NA	-0.0464211	NA
ALDH3A2	NA	NA	0.1375844	NA
SAP30BP	NA	NA	-0.376523	NA
CHD3	NA	NA	-0.5512944	NA
INPP5K	NA	NA	-0.1106115	NA
JMJD6	NA	NA	-0.3928669	NA
CENPV	NA	NA	-1.018848	NA
PYCR1	NA	NA	-0.1583371	NA
HN1	NA	NA	NaN	NA
GIT1	NA	NA	-0.1012467	NA
PRKCA	NA	NA	0.07707142	NA
ZZEF1	NA	NA	-1.252727	NA
LRRC59	NA	NA	-0.246712	NA
EPN2	NA	NA	0.396058	NA
MYH10	NA	NA	-0.4042492	NA
MXRA7	NA	NA	0.211782	NA
DDX42	NA	NA	-0.2409859	NA
DHX40	NA	NA	-0.3887956	NA
LSM12	NA	NA	-0.2071432	NA
EIF5A	NA	NA	-0.07244879	NA
ALKBH5	NA	NA	-0.5990321	NA
CDK5RAP3	NA	NA	-0.2424501	NA
FAM83G	NA	NA	-0.4562804	NA
SLFN5	NA	NA	0.09423316	NA
RPL26	NA	NA	0.1654668	NA
SLC38A10	NA	NA	0.005101777	NA
HEATR6	NA	NA	-0.2492847	NA
PIGS	NA	NA	-0.06184534	NA
MXRA7	NA	NA	0.2752798	NA
DHRS7B	NA	NA	0.2456769	NA
VAMP2	NA	NA	NaN	NA
JUP	NA	NA	-0.2859348	NA
GPS1	NA	NA	NaN	NA
NME2	NA	NA	0.02096977	NA
NME1-NME2	NA	NA	0.02096977	NA
LEPREL4	NA	NA	-0.04096258	NA
TXNDC17	NA	NA	0.100778	NA
CALCOCO2	NA	NA	3.058653	NA
ATP6V0A1	NA	NA	0.7178568	NA
SPAG9	NA	NA	-0.04040144	NA
SPAG9	NA	NA	-1.020769	NA
BECN1	NA	NA	0.2366055	NA
PTGES3L-AARSD1	NA	NA	0.2854423	NA
MYO18A	NA	NA	0.198775	NA
UBE2O	NA	NA	-0.1853592	NA
MRPL38	NA	NA	-0.3034592	NA
AP2B1	NA	NA	0.09512672	NA
SUPT6H	NA	NA	-0.439038	NA
NSRP1	NA	NA	0.3242201	NA
LLGL1	NA	NA	-0.005328132	NA
ERAL1	NA	NA	0.3210632	NA
FLOT2	NA	NA	0.3489597	NA
MPDU1	NA	NA	0.08165962	NA
MED1	NA	NA	NaN	NA
MYO1C	NA	NA	0.01846882	NA
CLUH	NA	NA	-0.2717842	NA
AFG3L2	NA	NA	-0.2972502	NA
ACAA2	NA	NA	0.5256833	NA
MAPRE2	NA	NA	0.4324156	NA
NPC1	NA	NA	0.7576475	NA
NDC80	NA	NA	-0.9661351	NA
IER3IP1	NA	NA	-0.003026455	NA
TRAPPC8	NA	NA	0.2474911	NA
MALT1	NA	NA	-0.1035311	NA
RAB27B	NA	NA	2.48657	NA
ME2	NA	NA	0.06470626	NA
SMAD4	NA	NA	-0.678987	NA
YES1	NA	NA	-0.05797006	NA
ELP2	NA	NA	-0.1764504	NA
SMAD2	NA	NA	-0.3124327	NA
IMPACT	NA	NA	-0.07217448	NA
ROCK1	NA	NA	0.08742674	NA
KIAA1468	NA	NA	0.1412074	NA
GALNT1	NA	NA	-0.25181	NA
LMAN1	NA	NA	-0.1200864	NA
FECH	NA	NA	0.2107299	NA
DSG2	NA	NA	-0.1096949	NA
KDSR	NA	NA	0.2312779	NA
SERPINB8	NA	NA	0.4235649	NA
MYL12A	NA	NA	-0.2541103	NA
MYL12B	NA	NA	-0.2541103	NA
TMX3	NA	NA	-0.1667153	NA
RPRD1A	NA	NA	-0.102994	NA
C18orf8	NA	NA	1.209489	NA
C18orf25	NA	NA	-0.2901855	NA
NEDD4L	NA	NA	0.03819897	NA
VAPA	NA	NA	-0.1075539	NA
CNDP2	NA	NA	0.3373751	NA
VPS4B	NA	NA	-0.05852427	NA
CYB5A	NA	NA	0.2731338	NA
SEH1L	NA	NA	-0.2697514	NA
EPB41L3	NA	NA	0.6901952	NA
TXNL4A	NA	NA	-0.4707191	NA
PTPN2	NA	NA	-0.6216182	NA
SEC11C	NA	NA	0.6125281	NA
TYMS	NA	NA	-1.129679	NA
EPG5	NA	NA	0.1304444	NA
WDR7	NA	NA	0.02353373	NA
FAM210A	NA	NA	-1.023539	NA
NDUFV2	NA	NA	-1.781486	NA
CXXC1	NA	NA	-0.6063474	NA
NAPG	NA	NA	0.03243305	NA
PIK3C3	NA	NA	0.09930896	NA
SNRPD1	NA	NA	-0.5699772	NA
THOC1	NA	NA	-0.5749249	NA
TXNL1	NA	NA	-0.05060615	NA
TIMM21	NA	NA	-0.1431322	NA
NARS	NA	NA	0.2100622	NA
RNMT	NA	NA	-0.049352	NA
PPP4R1	NA	NA	-0.1248575	NA
RPL17-C18orf32	NA	NA	-0.2958405	NA
RAB12	NA	NA	-0.1521185	NA
MBD2	NA	NA	-0.1634987	NA
SMCHD1	NA	NA	-0.5072111	NA
USP14	NA	NA	-0.05990896	NA
HDHD2	NA	NA	0.4677728	NA
PSMG2	NA	NA	-0.1361914	NA
TUBB6	NA	NA	0.2329724	NA
SOGA2	NA	NA	-0.2807188	NA
TUBB6	NA	NA	0.2361974	NA
LDLR	NA	NA	-0.2020102	NA
TIMM13	NA	NA	0.3073586	NA
BCAM	NA	NA	0.08797862	NA
HOOK2	NA	NA	1.194988	NA
EPN1	NA	NA	-0.04600209	NA
XRCC1	NA	NA	-0.4229865	NA
PKN1	NA	NA	-0.539134	NA
POLD1	NA	NA	-0.9742844	NA
TBC1D17	NA	NA	NaN	NA
ISOC2	NA	NA	0.3105935	NA
DDX49	NA	NA	-0.3742884	NA
ETHE1	NA	NA	0.5032615	NA
MAP2K2	NA	NA	0.2619672	NA
CLPP	NA	NA	0.07315046	NA
CHMP2A	NA	NA	-0.1450905	NA
ETFB	NA	NA	0.2423622	NA
CNOT3	NA	NA	-0.2373189	NA
LONP1	NA	NA	0.1693391	NA
SAFB2	NA	NA	-0.3070788	NA
MRI1	NA	NA	-0.5564048	NA
NOSIP	NA	NA	-0.5670587	NA
RAD23A	NA	NA	-0.06234024	NA
RPS5	NA	NA	-0.3210045	NA
EMP3	NA	NA	0.5351436	NA
RUVBL2	NA	NA	-0.1953475	NA
NAPA	NA	NA	0.1142852	NA
LMNB2	NA	NA	-0.5665716	NA
TMED1	NA	NA	0.283053	NA
PSMD8	NA	NA	-0.04628159	NA
DNASE2	NA	NA	0.7471484	NA
TPM4	NA	NA	-0.2313095	NA
ECH1	NA	NA	0.448922	NA
PIK3R2	NA	NA	0.3297579	NA
SNRPA	NA	NA	-0.32112	NA
CD3EAP	NA	NA	-0.07272325	NA
MAN2B1	NA	NA	0.5551422	NA
HNRNPUL1	NA	NA	-0.3644604	NA
CDC37	NA	NA	0.2164176	NA
UBL5	NA	NA	-0.1851053	NA
TMEM147	NA	NA	-0.04082227	NA
ASNA1	NA	NA	0.1462758	NA
PIN1	NA	NA	0.01104994	NA
ACTN4	NA	NA	0.1262971	NA
SGTA	NA	NA	-0.2229281	NA
ERCC1	NA	NA	-0.5479433	NA
TOMM40	NA	NA	-0.007769476	NA
PPP1R12C	NA	NA	0.881667	NA
AKAP8	NA	NA	-0.4314626	NA
PAFAH1B3	NA	NA	0.2581491	NA
QPCTL	NA	NA	0.1850496	NA
DAPK3	NA	NA	-0.1696685	NA
CNN2	NA	NA	0.1067465	NA
DNAJB1	NA	NA	0.2325316	NA
EXOSC5	NA	NA	-0.5167233	NA
SF3A2	NA	NA	-0.5781175	NA
GTF2F1	NA	NA	-0.1722314	NA
SNRPD2	NA	NA	-0.4612143	NA
SPTBN4	NA	NA	-2.460449	NA
SH3GL1	NA	NA	-0.2665167	NA
UBXN6	NA	NA	0.497262	NA
SLC1A5	NA	NA	-0.7642612	NA
PPP5C	NA	NA	-0.1552311	NA
BSG	NA	NA	-0.07272325	NA
PSMC4	NA	NA	-0.07464242	NA
ARMC6	NA	NA	-0.2404974	NA
RRAS	NA	NA	0.4649225	NA
TRMT1	NA	NA	0.1747271	NA
USE1	NA	NA	NaN	NA
CALR	NA	NA	0.1024342	NA
RBM42	NA	NA	-0.2832106	NA
UBE2M	NA	NA	-0.006908288	NA
CHAF1A	NA	NA	-1.259423	NA
UBA2	NA	NA	-0.3407331	NA
MRPL4	NA	NA	0.03876195	NA
SYMPK	NA	NA	-0.5832303	NA
TUBB4A	NA	NA	0.1635912	NA
PDCD5	NA	NA	-0.4034859	NA
GCDH	NA	NA	0.08298841	NA
GLTSCR2	NA	NA	-0.4447725	NA
GIPC1	NA	NA	0.4923626	NA
UQCR11	NA	NA	NaN	NA
ATP5D	NA	NA	0.03001525	NA
FBL	NA	NA	-0.5576796	NA
CAPNS1	NA	NA	0.3132978	NA
RPS11	NA	NA	-0.3636757	NA
BCKDHA	NA	NA	0.18025	NA
PRKCSH	NA	NA	-0.09599186	NA
RPL18A	NA	NA	-0.3884651	NA
ZBTB7A	NA	NA	-0.4484781	NA
RANBP3	NA	NA	-0.3127813	NA
DHPS	NA	NA	-0.3385139	NA
UQCRFS1	NA	NA	-1.440368	NA
PRDX2	NA	NA	0.2174741	NA
GRWD1	NA	NA	-0.322505	NA
HNRNPL	NA	NA	-0.4115348	NA
RAB8A	NA	NA	-0.1182268	NA
NDUFA3	NA	NA	NaN	NA
ERCC2	NA	NA	-0.07587489	NA
SMARCA4	NA	NA	-0.6274201	NA
PGLS	NA	NA	0.6500913	NA
GAMT	NA	NA	0.04694925	NA
DNMT1	NA	NA	-0.831553	NA
C19orf43	NA	NA	-0.2100147	NA
U2AF2	NA	NA	-0.3594087	NA
DDA1	NA	NA	NaN	NA
FARSA	NA	NA	-0.1339581	NA
KCNN4	NA	NA	0.4374474	NA
AP1M1	NA	NA	0.07758897	NA
WDR18	NA	NA	-0.3062623	NA
DNM2	NA	NA	0.03591932	NA
SAE1	NA	NA	-0.3200802	NA
EIF3K	NA	NA	-0.1765781	NA
UPF1	NA	NA	-0.3357119	NA
ATP13A1	NA	NA	0.1745725	NA
MED16	NA	NA	-0.5765691	NA
ASF1B	NA	NA	NaN	NA
NACC1	NA	NA	-0.2487777	NA
C19orf10	NA	NA	0.08234674	NA
CCDC124	NA	NA	-0.4653999	NA
TMEM205	NA	NA	NaN	NA
YIF1B	NA	NA	0.2979986	NA
BAX	NA	NA	0.5403167	NA
TECR	NA	NA	-0.1615653	NA
HSPBP1	NA	NA	-0.4738389	NA
EHD2	NA	NA	-0.113167	NA
MYADM	NA	NA	-0.3405052	NA
SUGP1	NA	NA	-0.3155663	NA
IRGQ	NA	NA	-0.001442021	NA
ECSIT	NA	NA	-1.147632	NA
CLPTM1	NA	NA	-0.08256637	NA
RNF126	NA	NA	0.1282036	NA
GYS1	NA	NA	0.06710722	NA
SUGP2	NA	NA	-0.3085938	NA
XAB2	NA	NA	-0.3887956	NA
EPS15L1	NA	NA	-0.1389455	NA
DAZAP1	NA	NA	-0.3878037	NA
COLGALT1	NA	NA	-0.3766238	NA
TRIP10	NA	NA	0.3805963	NA
DOHH	NA	NA	-0.04893366	NA
HNRNPM	NA	NA	-0.3820585	NA
CADM4	NA	NA	NaN	NA
TRAPPC5	NA	NA	NaN	NA
CCDC9	NA	NA	-0.4581721	NA
STX10	NA	NA	-0.4275584	NA
SIRT2	NA	NA	0.5976052	NA
ARHGEF18	NA	NA	0.1002985	NA
PTBP1	NA	NA	-0.3535491	NA
CIRBP	NA	NA	-0.3934162	NA
BCAT2	NA	NA	0.1806422	NA
DNM2	NA	NA	0.1668266	NA
RPL28	NA	NA	-0.3775125	NA
DOCK6	NA	NA	NaN	NA
EEF2	NA	NA	-0.06598588	NA
ZC3H4	NA	NA	-0.3258469	NA
RAB4B	NA	NA	0.001804517	NA
RPL18	NA	NA	-0.4258889	NA
RPS19	NA	NA	-0.3623297	NA
QTRT1	NA	NA	NaN	NA
COX6B1	NA	NA	-2.055578	NA
RPL36	NA	NA	-0.3874729	NA
TPM4	NA	NA	0.4237584	NA
PNPLA6	NA	NA	0.2341598	NA
RAVER1	NA	NA	-0.5415148	NA
ALDH16A1	NA	NA	0.01180615	NA
UBE2S	NA	NA	NaN	NA
PRKACA	NA	NA	-0.09693643	NA
NFIC	NA	NA	-0.6194599	NA
SNRNP70	NA	NA	-0.3914378	NA
NDUFA13	NA	NA	-2.296017	NA
NDUFB7	NA	NA	-3.374066	NA
PPAN	NA	NA	NaN	NA
AP2S1	NA	NA	-0.07819983	NA
LIG1	NA	NA	-1.025029	NA
BLVRB	NA	NA	1.365909	NA
RPS9	NA	NA	-0.4145686	NA
RPS16	NA	NA	-0.3526455	NA
AP2A1	NA	NA	0.1656124	NA
PEPD	NA	NA	0.1731566	NA
JUND	NA	NA	-0.5489711	NA
RNASEH2A	NA	NA	-0.907297	NA
EIF3G	NA	NA	-0.1600166	NA
PNKP	NA	NA	-0.1847246	NA
POLR2E	NA	NA	-0.5549326	NA
IRF3	NA	NA	0.08806049	NA
PRPF31	NA	NA	-0.6352436	NA
GSK3A	NA	NA	-0.03125412	NA
TBCB	NA	NA	-0.1457426	NA
NUP62	NA	NA	-0.2277411	NA
LSM4	NA	NA	-0.1510794	NA
WIZ	NA	NA	0.04468711	NA
NUCB1	NA	NA	-0.5295711	NA
MAP1S	NA	NA	0.542185	NA
AXL	NA	NA	-0.6758159	NA
AKAP8L	NA	NA	0.1218947	NA
SUPT5H	NA	NA	-0.114367	NA
ILF3	NA	NA	0.09461832	NA
PAF1	NA	NA	-0.4274989	NA
SAFB	NA	NA	-0.4910834	NA
VASP	NA	NA	0.08286614	NA
RDH13	NA	NA	0.2948095	NA
CC2D1A	NA	NA	-0.1538053	NA
ATP1A3	NA	NA	0.8116707	NA
SCAF1	NA	NA	-0.4460338	NA
PLIN3	NA	NA	0.2485192	NA
RPL13A	NA	NA	-0.366476	NA
GPX4	NA	NA	-0.5481407	NA
GNA11	NA	NA	-0.006908288	NA
CCDC94	NA	NA	-0.6700115	NA
TIMM44	NA	NA	0.06524947	NA
MYO9B	NA	NA	0.02514767	NA
PLD3	NA	NA	0.7379517	NA
SARS2	NA	NA	-0.08379205	NA
NDUFA11	NA	NA	-1.813484	NA
CHERP	NA	NA	0.283369	NA
ARHGAP35	NA	NA	-0.3052117	NA
MYH14	NA	NA	-0.1678717	NA
FTL	NA	NA	2.054752	NA
PRMT1	NA	NA	-0.1619523	NA
CALR	NA	NA	0.1470263	NA
AES	NA	NA	-0.4113787	NA
ARHGEF1	NA	NA	-0.07915615	NA
PPP6R1	NA	NA	0.2443946	NA
GATAD2A	NA	NA	NaN	NA
LSM14A	NA	NA	-0.4141355	NA
CARM1	NA	NA	0.005608617	NA
ILF3	NA	NA	-0.2995964	NA
TIMM50	NA	NA	0.03272814	NA
LRRC8E	NA	NA	-0.1013813	NA
TNPO2	NA	NA	-0.2391536	NA
ZNF574	NA	NA	-0.5046712	NA
TRIM28	NA	NA	-0.3419858	NA
MBD3	NA	NA	-0.9110395	NA
PPP1R13L	NA	NA	0.04447884	NA
SLC27A1	NA	NA	0.7903596	NA
TSEN34	NA	NA	-0.4230357	NA
NDUFA7	NA	NA	NaN	NA
UBA52	NA	NA	-0.3131298	NA
RANBP3	NA	NA	NaN	NA
COPE	NA	NA	-0.01849177	NA
WDR62	NA	NA	0.8402934	NA
KANK2	NA	NA	-0.1496496	NA
NCLN	NA	NA	-0.073546	NA
SAMD4B	NA	NA	0.1577372	NA
URI1	NA	NA	0.7570622	NA
RPS15	NA	NA	-0.2021357	NA
KHSRP	NA	NA	-0.2739335	NA
THOP1	NA	NA	-0.2869994	NA
AKT1S1	NA	NA	0.2175411	NA
PIH1D1	NA	NA	0.3630669	NA
GADD45GIP1	NA	NA	-0.205017	NA
ILVBL	NA	NA	0.1945259	NA
PPP2R1A	NA	NA	0.01938966	NA
DPP9	NA	NA	-0.07189996	NA
FKBP8	NA	NA	-0.05130251	NA
CD320	NA	NA	NaN	NA
CIRBP	NA	NA	NaN	NA
REEP6	NA	NA	0.0465259	NA
MBOAT7	NA	NA	0.1405711	NA
RPS28	NA	NA	-0.3983504	NA
AP3D1	NA	NA	0.007869748	NA
MVB12A	NA	NA	-0.2834477	NA
UHRF1	NA	NA	-1.259122	NA
KRI1	NA	NA	-0.3349031	NA
HDGFRP2	NA	NA	-0.1476975	NA
DDX39A	NA	NA	-0.971148	NA
ELAVL1	NA	NA	-0.5096451	NA
STAU1	NA	NA	-0.2261386	NA
MGME1	NA	NA	-0.4287855	NA
ARFGEF2	NA	NA	-0.06695028	NA
CTSZ	NA	NA	-0.5275708	NA
PYGB	NA	NA	0.6320922	NA
KIF3B	NA	NA	0.07091125	NA
NDRG3	NA	NA	0.4883093	NA
VAPB	NA	NA	-0.06405508	NA
ERGIC3	NA	NA	-0.1060803	NA
MRPS26	NA	NA	0.05133164	NA
DLGAP4	NA	NA	0.07299858	NA
NAA20	NA	NA	NaN	NA
TPX2	NA	NA	-0.6977738	NA
PROCR	NA	NA	-0.02285159	NA
RPRD1B	NA	NA	-0.1587248	NA
TOMM34	NA	NA	-0.06281245	NA
PSMF1	NA	NA	-0.09369545	NA
EIF6	NA	NA	0.2499767	NA
GSS	NA	NA	0.5503594	NA
RALY	NA	NA	-0.4053388	NA
CSTF1	NA	NA	-0.2357271	NA
SDC4	NA	NA	-0.5328655	NA
TTI1	NA	NA	-0.5709486	NA
AHCY	NA	NA	0.06493251	NA
SRSF6	NA	NA	-0.6780719	NA
UBE2C	NA	NA	-0.6111724	NA
PCIF1	NA	NA	-0.7157177	NA
ARFRP1	NA	NA	-0.2661568	NA
PFDN4	NA	NA	-0.1611782	NA
CSNK2A1	NA	NA	-0.09855441	NA
GID8	NA	NA	-0.315798	NA
PLCG1	NA	NA	-0.070252	NA
SEC23B	NA	NA	-0.090447	NA
RPS21	NA	NA	-0.3458505	NA
MAPRE1	NA	NA	-0.07080147	NA
CPNE1	NA	NA	0.05127948	NA
ITPA	NA	NA	0.3711797	NA
MRGBP	NA	NA	NaN	NA
TMEM189-UBE2V1	NA	NA	0.0558613	NA
UBE2V1	NA	NA	0.0558613	NA
RAE1	NA	NA	-0.2038903	NA
BCL2L1	NA	NA	0.4392851	NA
MAVS	NA	NA	0.2283002	NA
OGFR	NA	NA	-0.1777266	NA
PCNA	NA	NA	-0.7561694	NA
EIF2S2	NA	NA	-0.1729995	NA
CTSA	NA	NA	0.7400707	NA
TM9SF4	NA	NA	-0.04026128	NA
DPM1	NA	NA	-0.1551016	NA
ADNP	NA	NA	-0.5537537	NA
PRNP	NA	NA	1.221258	NA
CSE1L	NA	NA	-0.5057893	NA
EPB41L1	NA	NA	0.3641063	NA
ESF1	NA	NA	-0.403813	NA
PSMA7	NA	NA	-0.03238296	NA
CHMP4B	NA	NA	-0.3951725	NA
PIGU	NA	NA	NaN	NA
DDRGK1	NA	NA	-0.3884651	NA
RPN2	NA	NA	-0.1570438	NA
SNRPB2	NA	NA	-0.6800542	NA
APMAP	NA	NA	0.1853429	NA
CDS2	NA	NA	0.8745075	NA
RNF114	NA	NA	-0.7533478	NA
ADRM1	NA	NA	-0.1150332	NA
POFUT1	NA	NA	-0.1473067	NA
ABHD12	NA	NA	0.04708496	NA
ITCH	NA	NA	0.1206236	NA
GNAS	NA	NA	0.01575345	NA
TRMT6	NA	NA	-0.5238631	NA
PIGT	NA	NA	-0.024036	NA
XRN2	NA	NA	-0.3612069	NA
NSFL1C	NA	NA	0.06798425	NA
NPEPL1	NA	NA	NaN	NA
C20orf27	NA	NA	0.1507853	NA
NANP	NA	NA	-0.03477911	NA
HM13	NA	NA	0.4946985	NA
DTD1	NA	NA	0.08773346	NA
TRPC4AP	NA	NA	-0.2957229	NA
RBM39	NA	NA	-0.6363578	NA
NELFCD	NA	NA	-0.4238471	NA
ZNFX1	NA	NA	-0.2095157	NA
AAR2	NA	NA	-0.2596348	NA
SRXN1	NA	NA	0.8552487	NA
ARFGAP1	NA	NA	-0.06350286	NA
CRNKL1	NA	NA	-0.7050489	NA
YWHAB	NA	NA	0.02874885	NA
RTFDC1	NA	NA	-0.5117716	NA
UQCC1	NA	NA	-0.1086248	NA
RRBP1	NA	NA	0.1785997	NA
TPD52L2	NA	NA	0.3927998	NA
ELMO2	NA	NA	0.7250646	NA
NCOA5	NA	NA	-0.3757345	NA
TP53RK	NA	NA	0.1136293	NA
DDX27	NA	NA	-0.01006367	NA
TGM2	NA	NA	-4.149341	NA
SAMHD1	NA	NA	-0.05325048	NA
SNX5	NA	NA	0.03779895	NA
NFS1	NA	NA	0.2705734	NA
PTPN1	NA	NA	0.03126791	NA
ACOT8	NA	NA	0.6501818	NA
IDH3B	NA	NA	0.1437553	NA
PRPF6	NA	NA	-0.5137939	NA
VPS16	NA	NA	0.3274751	NA
TPD52L2	NA	NA	0.2493249	NA
SRC	NA	NA	0.1989904	NA
UCKL1	NA	NA	NaN	NA
DNAJC5	NA	NA	0.4128463	NA
RALGAPB	NA	NA	NaN	NA
NOP56	NA	NA	-0.3681536	NA
TOP1	NA	NA	-0.612777	NA
ACSS2	NA	NA	0.2635364	NA
FASTKD5	NA	NA	-0.1068843	NA
DSTN	NA	NA	0.3359905	NA
RBM12	NA	NA	-0.2266318	NA
ZGPAT	NA	NA	-0.2075181	NA
