gene	value_1	value_2	Protein-HCT116-5-4	p_value
LUC7L3	NA	NA	-0.07135663	NA
COG1	NA	NA	0.1526378	NA
PLCD3	NA	NA	0.7525531	NA
GPS1	NA	NA	-0.1540744	NA
VAT1	NA	NA	1.241958	NA
ANKFY1	NA	NA	0.1863738	NA
RPTOR	NA	NA	-0.6629169	NA
MINK1	NA	NA	-0.0012968	NA
SRP68	NA	NA	-0.2328029	NA
MRPL10	NA	NA	-0.4321752	NA
SENP3	NA	NA	-0.5255308	NA
NUP85	NA	NA	-0.1820166	NA
AURKB	NA	NA	0.08447251	NA
PTRF	NA	NA	0.4197546	NA
KIF1C	NA	NA	0.2166942	NA
BAIAP2	NA	NA	-0.2097451	NA
ARRB2	NA	NA	-0.6930848	NA
KAT7	NA	NA	-0.03694711	NA
GRN	NA	NA	0.2667565	NA
COASY	NA	NA	-0.3076797	NA
PSMD12	NA	NA	0.1614546	NA
MRPL45	NA	NA	-0.2291794	NA
RPL38	NA	NA	-0.167651	NA
SRSF1	NA	NA	-0.01211167	NA
ITGA3	NA	NA	0.6805044	NA
PITPNA	NA	NA	0.2735755	NA
PIP4K2B	NA	NA	0.5318679	NA
PFN1	NA	NA	0.2903186	NA
RHOT1	NA	NA	0.0541353	NA
FTSJ3	NA	NA	-0.6133685	NA
ENO3	NA	NA	-0.6906719	NA
PAFAH1B1	NA	NA	-0.04847896	NA
TOP2A	NA	NA	0.4314965	NA
MAP2K3	NA	NA	-1.019551	NA
RPL27	NA	NA	-0.2394809	NA
BLMH	NA	NA	-0.3037464	NA
SLC25A11	NA	NA	-0.1439625	NA
UBE2G1	NA	NA	-0.3881289	NA
ATP5H	NA	NA	0.1461862	NA
CNP	NA	NA	0.6426554	NA
FAM134C	NA	NA	0.4415593	NA
BPTF	NA	NA	-0.6284301	NA
GNA13	NA	NA	-0.1147752	NA
SPECC1	NA	NA	1.634268	NA
DCAKD	NA	NA	-0.4458729	NA
PRPSAP1	NA	NA	-0.2671491	NA
TSR1	NA	NA	-0.5568205	NA
RABEP1	NA	NA	-0.02214935	NA
GAA	NA	NA	0.04314054	NA
SDF2	NA	NA	0.5357546	NA
CDC27	NA	NA	0.09313096	NA
TUBG2	NA	NA	-0.01934576	NA
TUBG1	NA	NA	-0.01934576	NA
CRLF3	NA	NA	-0.5593666	NA
MPRIP	NA	NA	1.67016	NA
ACOX1	NA	NA	0.07231157	NA
ATPAF2	NA	NA	-0.5491345	NA
SYNRG	NA	NA	-0.8606223	NA
AZI1	NA	NA	0.02504292	NA
TK1	NA	NA	0.2524157	NA
EPN3	NA	NA	0.1005476	NA
AATF	NA	NA	-0.4348168	NA
DHX33	NA	NA	-0.8571994	NA
FKBP10	NA	NA	0.1180938	NA
NOL11	NA	NA	-0.874296	NA
ACSF2	NA	NA	1.199836	NA
DERL2	NA	NA	-0.06380115	NA
NXN	NA	NA	0.460651	NA
CHMP6	NA	NA	-0.7522141	NA
WRAP53	NA	NA	-0.2380631	NA
SMG8	NA	NA	-0.05255339	NA
ALYREF	NA	NA	-0.5708986	NA
CCDC43	NA	NA	-0.4377992	NA
DNAJC7	NA	NA	0.2021166	NA
SMURF2	NA	NA	-0.3793573	NA
NMT1	NA	NA	-0.06720269	NA
ALDH3A2	NA	NA	0.3247784	NA
SAP30BP	NA	NA	-0.5859728	NA
CHD3	NA	NA	-0.0868575	NA
INPP5K	NA	NA	0.3776236	NA
JMJD6	NA	NA	-1.159525	NA
CENPV	NA	NA	-0.6653631	NA
PYCR1	NA	NA	-0.6808716	NA
GIT1	NA	NA	-0.4096807	NA
PRKCA	NA	NA	0.09306313	NA
ZZEF1	NA	NA	0.02077927	NA
LRRC59	NA	NA	-0.09631386	NA
EPN2	NA	NA	0.3610694	NA
MYH10	NA	NA	0.3292333	NA
MXRA7	NA	NA	-1.041708	NA
DDX42	NA	NA	-0.7469137	NA
DHX40	NA	NA	-0.4230813	NA
LSM12	NA	NA	-0.4158336	NA
EIF5A	NA	NA	-0.4491155	NA
ALKBH5	NA	NA	0.7257929	NA
CDK5RAP3	NA	NA	-0.53366	NA
FAM83G	NA	NA	-0.3964799	NA
SLFN5	NA	NA	-0.7189418	NA
SLC38A10	NA	NA	-1.091177	NA
HEATR6	NA	NA	-0.7015918	NA
PIGS	NA	NA	0.2789363	NA
DHRS7B	NA	NA	0.3984403	NA
VAMP2	NA	NA	0.7333488	NA
JUP	NA	NA	-0.6637481	NA
NME2	NA	NA	-0.4895848	NA
NME1-NME2	NA	NA	-0.4895848	NA
LEPREL4	NA	NA	-0.2217398	NA
TXNDC17	NA	NA	0.3279173	NA
CALCOCO2	NA	NA	-0.04707013	NA
ATP6V0A1	NA	NA	0.1733833	NA
SPAG9	NA	NA	0.2616555	NA
BECN1	NA	NA	0.09260522	NA
PTGES3L-AARSD1	NA	NA	-0.8800561	NA
MYO18A	NA	NA	0.3710504	NA
UBE2O	NA	NA	-0.9436939	NA
MRPL38	NA	NA	-0.119918	NA
AP2B1	NA	NA	0.300905	NA
SUPT6H	NA	NA	-0.3358244	NA
NSRP1	NA	NA	-0.1733429	NA
LLGL1	NA	NA	0.9101186	NA
FLOT2	NA	NA	0.0736847	NA
MPDU1	NA	NA	0.2674758	NA
MED1	NA	NA	-0.1877565	NA
MYO1C	NA	NA	0.5675682	NA
CLUH	NA	NA	-0.5618349	NA
AFG3L2	NA	NA	-0.3783636	NA
ACAA2	NA	NA	-1.574099	NA
MAPRE2	NA	NA	0.4567011	NA
NPC1	NA	NA	-0.3766227	NA
NDC80	NA	NA	-0.01411945	NA
IER3IP1	NA	NA	0.6461271	NA
TRAPPC8	NA	NA	0.1969846	NA
MALT1	NA	NA	0.4187258	NA
RAB27B	NA	NA	1.516382	NA
ME2	NA	NA	-0.3264773	NA
SMAD4	NA	NA	-0.3550363	NA
YES1	NA	NA	-0.2151013	NA
ELP2	NA	NA	-0.1731729	NA
SMAD2	NA	NA	0.3377803	NA
IMPACT	NA	NA	-0.4481908	NA
ROCK1	NA	NA	0.2021356	NA
KIAA1468	NA	NA	-0.3230647	NA
GALNT1	NA	NA	0.2859348	NA
LMAN1	NA	NA	3.943828	NA
FECH	NA	NA	0.1868739	NA
DSG2	NA	NA	-0.2508093	NA
KDSR	NA	NA	-0.1081298	NA
SERPINB8	NA	NA	0.5932103	NA
MYL12A	NA	NA	0.2882995	NA
MYL12B	NA	NA	0.2882995	NA
TMX3	NA	NA	-0.0328757	NA
RPRD1A	NA	NA	-0.3922189	NA
C18orf8	NA	NA	0.1821619	NA
C18orf25	NA	NA	-0.323209	NA
NEDD4L	NA	NA	-0.2488681	NA
VAPA	NA	NA	-0.2026595	NA
CNDP2	NA	NA	-0.1839818	NA
VPS4B	NA	NA	0.2257685	NA
CYB5A	NA	NA	-1.059495	NA
SEH1L	NA	NA	-0.1811799	NA
EPB41L3	NA	NA	-0.0950726	NA
TXNL4A	NA	NA	-0.4716327	NA
PTPN2	NA	NA	-0.5595639	NA
SEC11C	NA	NA	-0.5031371	NA
TYMS	NA	NA	-0.3168932	NA
EPG5	NA	NA	-0.06783006	NA
WDR7	NA	NA	0.01891905	NA
FAM210A	NA	NA	0.2267051	NA
NDUFV2	NA	NA	0.1046501	NA
CXXC1	NA	NA	0.01678625	NA
NAPG	NA	NA	0.5417639	NA
PIK3C3	NA	NA	0.001601866	NA
SNRPD1	NA	NA	-0.2854775	NA
THOC1	NA	NA	0.05921687	NA
TXNL1	NA	NA	0.4121854	NA
TIMM21	NA	NA	0.04253643	NA
NARS	NA	NA	-0.1586548	NA
RNMT	NA	NA	-0.2914929	NA
PPP4R1	NA	NA	-0.08540393	NA
RPL17-C18orf32	NA	NA	-0.2604284	NA
RAB12	NA	NA	-0.312645	NA
MBD2	NA	NA	-0.0275086	NA
SMCHD1	NA	NA	0.4234168	NA
USP14	NA	NA	0.1513393	NA
HDHD2	NA	NA	0.1317497	NA
PSMG2	NA	NA	-0.1206726	NA
TUBB6	NA	NA	0.3062302	NA
SOGA2	NA	NA	-0.2133943	NA
LDLR	NA	NA	-0.11639	NA
TIMM13	NA	NA	-0.8193175	NA
BCAM	NA	NA	0.04475567	NA
HOOK2	NA	NA	5.16E-05	NA
EPN1	NA	NA	0.3780601	NA
XRCC1	NA	NA	0.02941749	NA
PKN1	NA	NA	-0.4018826	NA
POLD1	NA	NA	-0.08960503	NA
TBC1D17	NA	NA	0.843945	NA
ISOC2	NA	NA	0.6373658	NA
DDX49	NA	NA	-1.462295	NA
ETHE1	NA	NA	0.8451959	NA
MAP2K2	NA	NA	0.4852206	NA
CLPP	NA	NA	-1.074785	NA
CHMP2A	NA	NA	0.3025733	NA
ETFB	NA	NA	-0.1972959	NA
CNOT3	NA	NA	-0.1381286	NA
LONP1	NA	NA	-0.6475126	NA
SAFB2	NA	NA	-0.027284	NA
MRI1	NA	NA	-0.3928378	NA
NOSIP	NA	NA	-0.002454646	NA
RAD23A	NA	NA	0.1743029	NA
RPS5	NA	NA	-0.257666	NA
EMP3	NA	NA	0.6365855	NA
RUVBL2	NA	NA	-0.2942908	NA
NAPA	NA	NA	0.1218111	NA
LMNB2	NA	NA	0.02431962	NA
TMED1	NA	NA	0.1031283	NA
PSMD8	NA	NA	0.1119971	NA
DNASE2	NA	NA	0.2992329	NA
TPM4	NA	NA	-0.1589608	NA
ECH1	NA	NA	0.01063669	NA
PIK3R2	NA	NA	-0.6704689	NA
SNRPA	NA	NA	-0.1927972	NA
CD3EAP	NA	NA	-0.5334452	NA
MAN2B1	NA	NA	1.148896	NA
HNRNPUL1	NA	NA	-0.157376	NA
CDC37	NA	NA	-0.3300481	NA
UBL5	NA	NA	0.0611687	NA
TMEM147	NA	NA	0.1063484	NA
ASNA1	NA	NA	0.03635564	NA
PIN1	NA	NA	0.4500208	NA
ACTN4	NA	NA	0.1929448	NA
SGTA	NA	NA	-0.4709856	NA
ERCC1	NA	NA	0.4111046	NA
TOMM40	NA	NA	-0.2382041	NA
PPP1R12C	NA	NA	0.8124941	NA
AKAP8	NA	NA	-0.2896333	NA
PAFAH1B3	NA	NA	0.255389	NA
QPCTL	NA	NA	0.09868897	NA
DAPK3	NA	NA	-0.3636819	NA
CNN2	NA	NA	0.3670355	NA
DNAJB1	NA	NA	-0.1910301	NA
EXOSC5	NA	NA	-0.4201686	NA
SF3A2	NA	NA	-0.1664419	NA
GTF2F1	NA	NA	-0.1093056	NA
SNRPD2	NA	NA	-0.3510894	NA
SPTBN4	NA	NA	-0.09864774	NA
SH3GL1	NA	NA	-0.5657802	NA
UBXN6	NA	NA	0.3161649	NA
SLC1A5	NA	NA	-0.4228155	NA
PPP5C	NA	NA	0.09673198	NA
BSG	NA	NA	-0.2902777	NA
PSMC4	NA	NA	-0.1155037	NA
ARMC6	NA	NA	0.009347181	NA
RRAS	NA	NA	1.06873	NA
TRMT1	NA	NA	-0.7434	NA
USE1	NA	NA	0.143524	NA
CALR	NA	NA	-0.1175995	NA
RBM42	NA	NA	-0.758233	NA
UBE2M	NA	NA	-0.3087696	NA
CHAF1A	NA	NA	0.1190567	NA
UBA2	NA	NA	-0.455119	NA
MRPL4	NA	NA	0.02257135	NA
SYMPK	NA	NA	-0.1717096	NA
TUBB4A	NA	NA	0.5189379	NA
PDCD5	NA	NA	-0.3963249	NA
GCDH	NA	NA	-0.03438229	NA
GLTSCR2	NA	NA	-0.1035344	NA
GIPC1	NA	NA	-0.3983985	NA
UQCR11	NA	NA	0.3769225	NA
ATP5D	NA	NA	0.06371778	NA
FBL	NA	NA	-0.4978286	NA
CAPNS1	NA	NA	0.507414	NA
RPS11	NA	NA	-0.2893747	NA
BCKDHA	NA	NA	0.8953865	NA
PRKCSH	NA	NA	0.1493894	NA
RPL18A	NA	NA	-0.1797598	NA
ZBTB7A	NA	NA	-0.5411126	NA
RANBP3	NA	NA	-0.1710317	NA
DHPS	NA	NA	0.2210187	NA
UQCRFS1	NA	NA	0.3093727	NA
PRDX2	NA	NA	0.3968306	NA
GRWD1	NA	NA	-0.6769841	NA
HNRNPL	NA	NA	0.006887335	NA
RAB8A	NA	NA	-0.0690189	NA
NDUFA3	NA	NA	-0.1920846	NA
ERCC2	NA	NA	0.07956497	NA
SMARCA4	NA	NA	-1.375571	NA
PGLS	NA	NA	-0.1260213	NA
GAMT	NA	NA	-0.2148432	NA
DNMT1	NA	NA	0.1286544	NA
C19orf43	NA	NA	-0.2890691	NA
U2AF2	NA	NA	-0.3700606	NA
DDA1	NA	NA	-0.4056388	NA
FARSA	NA	NA	-0.3560769	NA
KCNN4	NA	NA	0.9855733	NA
AP1M1	NA	NA	1.022144	NA
WDR18	NA	NA	-0.7229534	NA
DNM2	NA	NA	0.5652986	NA
SAE1	NA	NA	-0.4776831	NA
EIF3K	NA	NA	0.1561377	NA
UPF1	NA	NA	-0.3897404	NA
ATP13A1	NA	NA	-0.3593791	NA
MED16	NA	NA	-0.03256571	NA
ASF1B	NA	NA	-0.5689012	NA
NACC1	NA	NA	0.3339961	NA
C19orf10	NA	NA	0.2408638	NA
CCDC124	NA	NA	-0.2490114	NA
TMEM205	NA	NA	-0.5451053	NA
YIF1B	NA	NA	0.8398895	NA
BAX	NA	NA	0.003408005	NA
TECR	NA	NA	0.9083258	NA
HSPBP1	NA	NA	-0.3437141	NA
EHD2	NA	NA	0.8397985	NA
MYADM	NA	NA	0.6591712	NA
SUGP1	NA	NA	-0.3794324	NA
IRGQ	NA	NA	-0.07188241	NA
ECSIT	NA	NA	0.8249714	NA
CLPTM1	NA	NA	0.7296181	NA
RNF126	NA	NA	-0.2258913	NA
GYS1	NA	NA	0.2624197	NA
SUGP2	NA	NA	0.5158349	NA
XAB2	NA	NA	0.06662619	NA
EPS15L1	NA	NA	-0.008058267	NA
DAZAP1	NA	NA	-0.3445566	NA
COLGALT1	NA	NA	-0.1296457	NA
TRIP10	NA	NA	0.3015876	NA
DOHH	NA	NA	0.005328146	NA
HNRNPM	NA	NA	-0.024365	NA
CADM4	NA	NA	0.1366692	NA
TRAPPC5	NA	NA	-0.2990687	NA
CCDC9	NA	NA	0.2512233	NA
STX10	NA	NA	0.4220177	NA
SIRT2	NA	NA	-0.1378951	NA
ARHGEF18	NA	NA	0.2786122	NA
PTBP1	NA	NA	-0.1392517	NA
CIRBP	NA	NA	-0.01968969	NA
BCAT2	NA	NA	0.03463829	NA
RPL28	NA	NA	-0.1649006	NA
DOCK6	NA	NA	0.3402774	NA
EEF2	NA	NA	-0.2098567	NA
ZC3H4	NA	NA	0.2298264	NA
RAB4B	NA	NA	0.5331647	NA
RPL18	NA	NA	-0.2241212	NA
RPS19	NA	NA	-0.3396403	NA
QTRT1	NA	NA	-0.3558198	NA
COX6B1	NA	NA	0.06337625	NA
RPL36	NA	NA	-0.3191716	NA
PNPLA6	NA	NA	1.541713	NA
RAVER1	NA	NA	0.1068843	NA
ALDH16A1	NA	NA	0.1218111	NA
UBE2S	NA	NA	-0.5763465	NA
PRKACA	NA	NA	0.2484133	NA
NFIC	NA	NA	-0.3728227	NA
SNRNP70	NA	NA	-0.5549302	NA
NDUFA13	NA	NA	-0.283879	NA
NDUFB7	NA	NA	-0.2913969	NA
PPAN	NA	NA	-0.5667201	NA
AP2S1	NA	NA	0.3564318	NA
LIG1	NA	NA	0.5616695	NA
BLVRB	NA	NA	0.644276	NA
RPS9	NA	NA	-0.3499755	NA
RPS16	NA	NA	-0.2742949	NA
AP2A1	NA	NA	0.604451	NA
PEPD	NA	NA	0.9999279	NA
JUND	NA	NA	-0.3537636	NA
RNASEH2A	NA	NA	0.06143053	NA
EIF3G	NA	NA	-0.01064301	NA
PNKP	NA	NA	0.5045088	NA
POLR2E	NA	NA	-0.434782	NA
IRF3	NA	NA	-0.1366871	NA
PRPF31	NA	NA	-0.1944599	NA
GSK3A	NA	NA	-0.1795526	NA
TBCB	NA	NA	0.2753968	NA
NUP62	NA	NA	0.03062564	NA
LSM4	NA	NA	-0.309717	NA
WIZ	NA	NA	-0.3812261	NA
NUCB1	NA	NA	0.01246904	NA
MAP1S	NA	NA	-0.8989417	NA
AXL	NA	NA	0.197804	NA
AKAP8L	NA	NA	-0.2932706	NA
SUPT5H	NA	NA	-0.6811683	NA
ILF3	NA	NA	-0.3328311	NA
PAF1	NA	NA	-0.525095	NA
SAFB	NA	NA	-0.1795172	NA
VASP	NA	NA	1.196733	NA
RDH13	NA	NA	-0.9681789	NA
CC2D1A	NA	NA	0.2913423	NA
ATP1A3	NA	NA	0.4426665	NA
SCAF1	NA	NA	-0.3287677	NA
PLIN3	NA	NA	0.557065	NA
RPL13A	NA	NA	-0.2484848	NA
GPX4	NA	NA	-0.0752616	NA
GNA11	NA	NA	0.3246955	NA
CCDC94	NA	NA	-0.9375811	NA
TIMM44	NA	NA	-0.06279125	NA
MYO9B	NA	NA	0.3139953	NA
PLD3	NA	NA	-0.244839	NA
SARS2	NA	NA	0.1582436	NA
NDUFA11	NA	NA	-0.1613799	NA
CHERP	NA	NA	-0.4092339	NA
ARHGAP35	NA	NA	0.2960646	NA
MYH14	NA	NA	0.3216273	NA
FTL	NA	NA	2.130934	NA
PRMT1	NA	NA	-0.4099455	NA
AES	NA	NA	0.2161974	NA
ARHGEF1	NA	NA	0.09183995	NA
PPP6R1	NA	NA	-0.6823255	NA
GATAD2A	NA	NA	-1.160137	NA
LSM14A	NA	NA	-0.3697623	NA
CARM1	NA	NA	-0.1814494	NA
TIMM50	NA	NA	-0.0332236	NA
LRRC8E	NA	NA	0.4826418	NA
TNPO2	NA	NA	0.1634049	NA
ZNF574	NA	NA	-0.8748251	NA
TRIM28	NA	NA	-0.08448675	NA
MBD3	NA	NA	-0.414826	NA
PPP1R13L	NA	NA	0.5543332	NA
SLC27A1	NA	NA	0.8667102	NA
TSEN34	NA	NA	-0.4559301	NA
NDUFA7	NA	NA	-0.3328799	NA
UBA52	NA	NA	-0.08434728	NA
COPE	NA	NA	0.2707084	NA
WDR62	NA	NA	0.1217227	NA
KANK2	NA	NA	0.60129	NA
NCLN	NA	NA	-0.009814823	NA
SAMD4B	NA	NA	-0.5552362	NA
URI1	NA	NA	-0.5984383	NA
RPS15	NA	NA	-0.3900938	NA
KHSRP	NA	NA	-0.4798342	NA
THOP1	NA	NA	-0.3764702	NA
AKT1S1	NA	NA	-0.4354323	NA
PIH1D1	NA	NA	-0.22011	NA
GADD45GIP1	NA	NA	0.05769283	NA
ILVBL	NA	NA	0.330164	NA
PPP2R1A	NA	NA	0.2279361	NA
DPP9	NA	NA	-0.1002174	NA
FKBP8	NA	NA	-0.1516825	NA
CD320	NA	NA	-0.1644801	NA
REEP6	NA	NA	0.2673561	NA
MBOAT7	NA	NA	0.3055324	NA
RPS28	NA	NA	-0.4593552	NA
AP3D1	NA	NA	0.2041456	NA
MVB12A	NA	NA	-1.058022	NA
UHRF1	NA	NA	-0.06874388	NA
KRI1	NA	NA	0.04012096	NA
HDGFRP2	NA	NA	0.01478381	NA
DDX39A	NA	NA	-0.1790246	NA
ELAVL1	NA	NA	-0.1043561	NA
STAU1	NA	NA	-0.05957008	NA
MGME1	NA	NA	-0.4181764	NA
ARFGEF2	NA	NA	-0.2417139	NA
CTSZ	NA	NA	0.2484133	NA
PYGB	NA	NA	1.018948	NA
KIF3B	NA	NA	0.373509	NA
NDRG3	NA	NA	0.04930218	NA
VAPB	NA	NA	-0.2488614	NA
ERGIC3	NA	NA	-0.2160137	NA
MRPS26	NA	NA	-0.2377663	NA
DLGAP4	NA	NA	-0.09656061	NA
NAA20	NA	NA	0.07819635	NA
TPX2	NA	NA	0.6376566	NA
PROCR	NA	NA	-0.3092678	NA
RPRD1B	NA	NA	-0.2280975	NA
TOMM34	NA	NA	-0.5367333	NA
PSMF1	NA	NA	-0.2064286	NA
EIF6	NA	NA	-0.6436082	NA
GSS	NA	NA	0.1624679	NA
RALY	NA	NA	0.183602	NA
CSTF1	NA	NA	-0.1416848	NA
SDC4	NA	NA	-0.3322352	NA
TTI1	NA	NA	-0.08014761	NA
AHCY	NA	NA	-0.3884354	NA
SRSF6	NA	NA	-0.1122833	NA
UBE2C	NA	NA	-0.1906447	NA
PCIF1	NA	NA	-0.2971813	NA
ARFRP1	NA	NA	-0.581486	NA
PFDN4	NA	NA	-0.1141387	NA
CSNK2A1	NA	NA	-0.3080907	NA
GID8	NA	NA	-0.4356834	NA
PLCG1	NA	NA	0.3067288	NA
SEC23B	NA	NA	-0.2569017	NA
RPS21	NA	NA	-0.3580474	NA
MAPRE1	NA	NA	0.03757	NA
CPNE1	NA	NA	-0.02585249	NA
ITPA	NA	NA	-0.4708488	NA
MRGBP	NA	NA	-0.3977522	NA
TMEM189-UBE2V1	NA	NA	-0.03436718	NA
UBE2V1	NA	NA	-0.03436718	NA
RAE1	NA	NA	-0.04272074	NA
BCL2L1	NA	NA	0.3532104	NA
MAVS	NA	NA	0.5768772	NA
OGFR	NA	NA	0.1580785	NA
PCNA	NA	NA	-0.191542	NA
EIF2S2	NA	NA	-0.0914945	NA
CTSA	NA	NA	0.8429386	NA
TM9SF4	NA	NA	-0.03196089	NA
DPM1	NA	NA	-1.504837	NA
ADNP	NA	NA	-0.3753656	NA
PRNP	NA	NA	0.673345	NA
CSE1L	NA	NA	-0.2977004	NA
EPB41L1	NA	NA	0.01356186	NA
ESF1	NA	NA	-1.244036	NA
PSMA7	NA	NA	0.01376764	NA
CHMP4B	NA	NA	-0.0529692	NA
PIGU	NA	NA	-0.2589624	NA
DDRGK1	NA	NA	-0.2858989	NA
RPN2	NA	NA	0.007913023	NA
SNRPB2	NA	NA	-0.3378674	NA
APMAP	NA	NA	-0.04926284	NA
CDS2	NA	NA	1.116235	NA
RNF114	NA	NA	-0.4618326	NA
ADRM1	NA	NA	0.000144286	NA
POFUT1	NA	NA	0.09423606	NA
ABHD12	NA	NA	0.3466593	NA
ITCH	NA	NA	-0.06490241	NA
GNAS	NA	NA	-0.05286726	NA
TRMT6	NA	NA	-0.3789257	NA
PIGT	NA	NA	0.3314339	NA
XRN2	NA	NA	-0.1935192	NA
NSFL1C	NA	NA	0.4688439	NA
NPEPL1	NA	NA	0.8888503	NA
C20orf27	NA	NA	0.3878536	NA
NANP	NA	NA	1.197592	NA
HM13	NA	NA	0.6062351	NA
DTD1	NA	NA	-0.2082171	NA
TRPC4AP	NA	NA	-0.8090438	NA
RBM39	NA	NA	-0.1227401	NA
NELFCD	NA	NA	-0.3002885	NA
ZNFX1	NA	NA	0.250979	NA
AAR2	NA	NA	-0.35535	NA
SRXN1	NA	NA	0.4168804	NA
ARFGAP1	NA	NA	-0.5518391	NA
CRNKL1	NA	NA	-0.05189259	NA
YWHAB	NA	NA	0.123931	NA
RTFDC1	NA	NA	-0.2505171	NA
UQCC1	NA	NA	-0.253051	NA
RRBP1	NA	NA	0.9429814	NA
TPD52L2	NA	NA	-0.2689384	NA
ELMO2	NA	NA	0.9876849	NA
NCOA5	NA	NA	0.03646811	NA
TP53RK	NA	NA	-0.4571742	NA
DDX27	NA	NA	-0.3274569	NA
TGM2	NA	NA	4.352406	NA
SAMHD1	NA	NA	0.9507092	NA
SNX5	NA	NA	0.5946441	NA
NFS1	NA	NA	0.5945485	NA
PTPN1	NA	NA	0.1538918	NA
ACOT8	NA	NA	0.5000882	NA
IDH3B	NA	NA	-0.0845643	NA
PRPF6	NA	NA	-0.4346327	NA
VPS16	NA	NA	0.4415898	NA
SRC	NA	NA	-0.453755	NA
UCKL1	NA	NA	0.2253526	NA
DNAJC5	NA	NA	0.2119513	NA
RALGAPB	NA	NA	1.019495	NA
NOP56	NA	NA	-0.5362905	NA
TOP1	NA	NA	-0.8075489	NA
ACSS2	NA	NA	0.7369944	NA
FASTKD5	NA	NA	0.2549568	NA
DSTN	NA	NA	0.168642	NA
RBM12	NA	NA	-0.3377399	NA
ZGPAT	NA	NA	-0.3110408	NA
DIDO1	NA	NA	-0.02592594	NA
DYNLRB1	NA	NA	0.222681	NA
CTNNBL1	NA	NA	-0.3584265	NA
FKBP1A	NA	NA	-0.02639608	NA
SON	NA	NA	-0.06692595	NA
PAXBP1	NA	NA	-0.419663	NA
USP16	NA	NA	-0.2785311	NA
ATP5J	NA	NA	0.1413628	NA
U2AF1	NA	NA	-0.1689027	NA
APP	NA	NA	0.06983963	NA
ATP5O	NA	NA	0.1059871	NA
ZBTB21	NA	NA	-0.1755843	NA
LSS	NA	NA	0.2418402	NA
UBE2G2	NA	NA	-0.0994283	NA
CHAF1B	NA	NA	-0.00097619	NA
PDXK	NA	NA	0.361205	NA
CSTB	NA	NA	0.3138154	NA
PTTG1IP	NA	NA	0.2751653	NA
C21orf33	NA	NA	0.2776687	NA
GART	NA	NA	-0.1147879	NA
FAM207A	NA	NA	-0.759991	NA
PSMG1	NA	NA	-0.10777	NA
COL6A2	NA	NA	0.6071054	NA
MRPL39	NA	NA	-0.2842254	NA
SCAF4	NA	NA	-0.6908703	NA
AGPAT3	NA	NA	0.2211965	NA
SOD1	NA	NA	0.1466552	NA
USP25	NA	NA	1.001322	NA
BRWD1	NA	NA	0.0046171	NA
CBR3	NA	NA	1.863633	NA
RRP1B	NA	NA	-0.5158103	NA
NDUFV3	NA	NA	0.5348976	NA
COL6A1	NA	NA	0.2215678	NA
DOPEY2	NA	NA	0.1580785	NA
SLC5A3	NA	NA	1.657781	NA
URB1	NA	NA	-0.7327398	NA
DSCR3	NA	NA	0.4003864	NA
HSPA13	NA	NA	-0.788028	NA
GABPA	NA	NA	-0.1600405	NA
PWP2	NA	NA	-0.6483039	NA
MRPS6	NA	NA	-0.09690002	NA
PFKL	NA	NA	-0.232396	NA
MORC3	NA	NA	-0.3349166	NA
CRYZL1	NA	NA	-0.04367787	NA
PCNT	NA	NA	1.817038	NA
RRP1	NA	NA	-0.4347715	NA
HMGN1	NA	NA	-0.650816	NA
CCT8	NA	NA	-0.1702738	NA
ATXN10	NA	NA	-0.2236576	NA
RBX1	NA	NA	0.2875905	NA
MAPK1	NA	NA	0.2098924	NA
PES1	NA	NA	-0.4914902	NA
PPIL2	NA	NA	-0.3995857	NA
ATP6V1E1	NA	NA	-0.02280276	NA
CRKL	NA	NA	-0.1919198	NA
PHF5A	NA	NA	-0.1593797	NA
APOBEC3B	NA	NA	0.6232477	NA
EIF3D	NA	NA	0.1329024	NA
EWSR1	NA	NA	0.003746074	NA
RAC2	NA	NA	0.1209274	NA
GTPBP1	NA	NA	-0.1880523	NA
ARVCF	NA	NA	0.2717982	NA
TBC1D10A	NA	NA	1.1335	NA
COMT	NA	NA	-0.6480447	NA
CECR5	NA	NA	-0.5454539	NA
BCL2L13	NA	NA	-0.1886519	NA
KDELR3	NA	NA	1.632704	NA
TFIP11	NA	NA	-0.2924923	NA
SF3A1	NA	NA	-0.1709461	NA
TXN2	NA	NA	1.02	NA
ACO2	NA	NA	0.6844991	NA
SNRPD3	NA	NA	-0.3034541	NA
SEC14L2	NA	NA	0.2594165	NA
MCM5	NA	NA	0.4407924	NA
TAB1	NA	NA	-0.2009274	NA
MYH9	NA	NA	0.2685541	NA
EP300	NA	NA	0.4066455	NA
UBE2L3	NA	NA	0.05838585	NA
MCAT	NA	NA	-0.1380491	NA
CDC42EP1	NA	NA	-0.7985711	NA
TOMM22	NA	NA	-0.2877043	NA
PDXP	NA	NA	-0.3757848	NA
NHP2L1	NA	NA	-0.453755	NA
GCAT	NA	NA	-0.6402888	NA
NUP50	NA	NA	-0.2808439	NA
PACSIN2	NA	NA	0.0878702	NA
TTLL12	NA	NA	-0.6721333	NA
SBF1	NA	NA	1.592283	NA
SMARCB1	NA	NA	-0.01887803	NA
SELO	NA	NA	0.2347465	NA
DRG1	NA	NA	-0.5223227	NA
RRP7A	NA	NA	-0.6120149	NA
SNAP29	NA	NA	0.007748298	NA
PI4KA	NA	NA	0.5894758	NA
