gene	Protein-HCT116-5-4	Protein-RPE-1-21-3	Protein-RPE-1-5-3-12-3
HSD17B12	-0.3644592	0.2714264	0.169193
TRAPPC4	0.2028904	0.2001003	0.04698059
PPME1	0.9579545	0.3601567	0.04544623
RPLP2	-0.2622267	-0.2871176	-0.1142337
RAB1B	0.2574934	-0.04040144	-0.04781749
CWC15	-0.1497126	-0.5987464	-0.3261922
TRMT112	-0.5526853	-0.07409438	0.05252079
NUCB2	0.113805	-0.09707136	-0.2538683
KMT2A	-0.1961944	-0.3431456	-0.3101074
TUT1	-0.2941901	NaN	NaN
PTS	0.9672626	0.2820974	0.9308203
PLCB3	-0.1035325	-0.005471931	-0.3276873
HPS5	0.08319116	0.2896157	-0.1145003
NDUFS8	-0.3392314	-1.646117	0.03262474
SIAE	0.0261501	0.8697281	1.28051
CTSD	1.069371	0.7863727	0.3752159
RPS3	-0.3284711	-0.2917214	-0.09666672
CAPN1	0.2590615	0.3837176	0.3122405
CD59	4.218859	0.2017421	0.3535239
ZW10	-0.1120972	-0.4979444	-0.1050075
FADD	0.7417099	-0.04241794	0.1053193
CFL1	0.2368875	0.02945557	-0.01777946
FIBP	-0.06825642	-0.2147466	0.2249411
RRAS2	0.1832007	0.1847197	-0.2735755
SPTBN2	-0.9182171	-0.2760877	-0.4519628
RPS25	-0.3791105	-0.4022855	-0.1423481
RBM14	-0.1352521	-0.2574935	0.06252003
MRPL49	-0.2109894	-0.1305355	0.2690428
ILK	0.389787	0.1218789	-0.182438
RRM1	0.8831516	-0.6097549	-0.1790014
STIP1	-0.1372016	-0.1330374	0.07810666
MTMR2	0.7771987	-0.4669535	-0.6169223
RIN1	-0.2177592	-0.19131	0.1036584
CSTF3	0.2900917	-0.2672361	-0.05088476
RCN1	0.1642714	0.4694697	0.6475127
CHORDC1	-1.415422	-0.05505681	-0.01406949
EIF4G2	-0.4536017	-0.4502743	-0.1159653
PCF11	-0.1753055	-0.3304437	-0.0843364
LAMTOR1	0.01933973	0.6500686	0.9181423
PSMA1	0.1321694	-0.04236423	0.1273366
INPPL1	-0.1989904	0.483178	0.3108441
EHD1	0.5092398	0.4080333	-0.3336528
RHOG	0.2393363	-0.03998065	-0.01535486
NAP1L4	0.01049345	-0.1562672	-0.008200003
WDR74	-0.4668753	-0.07931885	NaN
PSMC3	0.05616735	-0.07560111	-0.0169242
TSG101	-0.4116671	-0.2056427	-0.3971457
PARVA	0.3230819	-0.001730151	-0.3010023
TRIM21	1.155115	0.09545851	-0.2204538
TM7SF2	-0.02674388	NaN	NaN
PPP6R3	-0.2387317	-0.2176029	-0.2446436
PHLDA2	-0.07779904	NaN	NaN
FAU	-0.3244189	-0.4347749	-0.2735755
LIN7C	-0.04914344	0.1443769	0.9074137
ARHGAP1	0.01816066	0.02353373	0.02322576
BBS1	0.03492	0.2838959	0.2397705
ARFIP2	-0.5425312	-0.08854867	0.03441143
DLAT	-0.2149851	-0.1662012	0.09174044
CCS	0.07191151	0.385538	-0.3477791
SART1	-0.4016729	-0.6687545	-0.2326607
AHNAK	1.133398	0.09164829	0.13538
ARHGEF12	-0.1530294	-0.1222089	-0.05116334
RPS6KA4	-0.01030875	-0.1754625	-0.1264527
CTSC	0.346867	-0.3069621	-0.206143
DPF2	-0.2951251	-0.9235677	-0.5106581
BAD	0.5739561	0.2228854	0.2751228
PRDX5	0.3920485	0.4075166	1.267288
OSBP	0.1515044	0.08283561	-0.00187428
ZNF259	-0.4786276	0.1058614	0.3392539
NDUFS3	-0.1156577	-1.263575	0.188792
BANF1	-0.3240712	-0.09855441	-0.01392666
FEN1	-0.04477651	-0.726657	-0.2091415
CBL	0.5463635	-0.07860985	-0.2041407
UBXN1	0.2479275	-0.1301402	-0.1020534
CARS	0.2395195	0.2036514	-0.04250415
ATP5L	0.2921927	0.3875437	0.207761
C11orf68	0.02271535	0.134287	0.002873889
FADS3	0.0420074	0.523438	0.1179753
CCND1	-0.5463123	0.5287605	1.212835
HMBS	-0.1439465	-0.2623128	-0.2834477
CKAP5	0.3104418	-0.3153344	-0.08038476
NDUFV1	-0.07087826	-2.075225	0.1486567
UBE4A	0.1444649	-0.7720858	-0.0536674
NDUFC2	-0.1558078	-3.057415	-0.2319238
CTTN	-0.01823502	0.1942453	0.4092016
DDX6	-0.4158849	-0.2115107	-0.06901467
ACAT1	0.1796695	0.3387429	0.2400943
GTF2H1	-0.06708444	0.08599906	NaN
APLP2	-0.3424819	-0.1154328	-0.004033898
TMEM126A	0.4729387	-0.1347078	0.4845613
TMEM109	-0.1911784	-0.5536554	-0.3863808
RCE1	-0.4056985	NaN	-0.05921685
CPT1A	0.1192898	0.4483708	0.09663779
SERPINH1	-0.4782453	-0.5374452	-0.8973953
ALG8	-0.5756648	2.11048	NaN
REXO2	-0.500796	0.3048258	0.288928
NXF1	-0.2650698	-0.6307782	-0.2586999
CHID1	-0.00065485	0.3859593	0.206346
VPS26B	-0.1054888	0.4098532	-0.01449817
SCYL1	0.3272275	0.06378609	-0.1788739
C11orf54	0.5421408	0.4818878	0.4737709
LTBP3	0.2862897	NaN	NaN
RIC8A	0.01891905	0.2313964	0.2253626
TOLLIP	-0.02149428	0.5726727	0.8530059
AAMDC	0.8481164	-0.115973	NaN
NARS2	-0.9699777	NaN	NaN
EIF3M	0.1369167	-0.1845976	0.08146117
PRMT3	-0.9129325	-0.2596641	NaN
KDELC2	-0.1508014	-0.09801525	-0.133432
LDHAL6A	-0.1925377	-0.0427844	-0.168642
FAM160A2	0.08215749	NaN	NaN
OSBPL5	0.3553546	NaN	NaN
MACROD1	-0.6342403	-0.8073549	-0.2650768
PPFIA1	0.1234014	-0.002594454	-0.04697995
DCUN1D5	-0.7528696	0.1421145	0.1591219
KDM2A	0.3447149	-0.9314408	-0.1941967
EML3	-0.2949865	0.07726934	NaN
PDDC1	-0.1959464	0.40255	0.1306497
SSH3	0.3887295	NaN	-1.083343
DYNC2H1	-0.2133293	-0.2040156	-0.02318428
MTA2	-0.3842071	-0.5778276	-0.1512094
ZFP91	-0.05075641	0.2098785	0.5216899
MRPL17	-0.1219574	-0.08719123	0.2072113
PGM2L1	1.149167	0.5758088	-0.3223896
PTPMT1	0.196602	0.8849401	0.3664851
MEN1	-0.2855722	NaN	NaN
MICAL2	0.4015212	0.07339321	-0.6335707
CUL5	0.198842	0.06482695	0.1984273
PICALM	-0.4639073	0.1754358	0.03258052
ZDHHC5	-0.004118249	0.3928511	1.136363
NUP98	-0.03221656	-0.3432373	-0.2272483
YAP1	-0.2371892	0.07146678	0.2073611
UEVLD	0.9352871	NaN	NaN
RAB6A	-0.01607432	0.03140052	0.1082231
LDHA	0.548042	0.1146131	-0.08963376
PYGM	-0.186786	0.7372594	0.7146353
GSTP1	0.6124271	0.4260244	0.2214213
ARAP1	-0.3372111	0.4307228	0.3339707
RPS13	-0.2798091	-0.3147546	-0.0515809
SF3B2	-0.2253626	-0.5043661	-0.1397314
AASDHPPT	-0.4938696	-0.2585793	-0.05505681
PAK1	-0.985234	0.3025126	0.1392577
POLA2	-0.5809699	-1.179193	-0.1282934
RSF1	-0.08587942	-0.5501126	-0.3923174
NUMA1	-0.2312755	-0.7360418	-0.4278206
SLC35F2	-0.884221	0.2554058	0.7211589
DDB1	-0.2286641	-0.3111543	-0.1389455
MRPL23	-0.01225094	-0.1521185	NaN
DHCR7	-0.4073195	0.1295761	0.4118094
SF1	-0.3348615	-0.3036931	-0.05769285
MRPL48	-0.1169892	-0.2027625	0.1484009
COPB1	0.250325	-0.009347203	-0.09639687
ZFPL1	0.1509495	0.02729269	0.07789354
EHBP1L1	-0.08974259	-0.3801753	-0.3249257
CD44	1.433573	-0.1292172	0.1397284
ARFGAP2	0.08046235	-0.4589069	-0.2606279
STT3A	0.06818932	-0.2218153	0.01070122
DDX10	-0.2717573	-0.4139931	0.116129
PDHX	-0.05962992	-0.2485348	0.275699
CD151	0.3659164	0.2822457	0.06972444
STIM1	2.12436	0.5666986	-0.01321208
NAT10	-0.9444019	-0.4491123	-0.08542462
AMPD3	-0.706347	0.210054	0.08317187
TNKS1BP1	0.310513	0.3757213	0.1070727
INTS5	-0.2810532	0.6444874	NaN
RRP8	-0.02028555	-0.3654687	-0.3456235
SAAL1	-0.3971768	-0.8755157	-0.4065324
TSSC4	-0.3402033	-0.02254324	0.01241465
COMMD9	0.2551936	-0.1717192	-0.1700533
SWAP70	-0.704468	-0.007051899	-0.1331689
PITPNM1	0.9032353	-0.03590542	NaN
PACSIN3	0.01178193	0.01678925	-0.6186146
TMX2	-0.3507248	-0.06267431	-0.1013812
DCPS	0.1991226	-0.2917214	-0.2705888
PSMD13	0.1267086	-0.08963376	-0.05491789
FAM111B	-1.111139	-0.3715031	-0.2142491
PACS1	0.1914946	0.3337342	-0.0371714
NLRX1	-0.4053395	-0.04319933	NaN
RNASEH2C	1.23122	-0.7192273	-0.2063932
THYN1	0.364012	-0.6656656	0.1130207
TCP11L1	0.173898	0.3176424	-0.1367164
SRPR	-0.8559797	-0.4701985	0.2125843
EED	-0.5899663	-0.7838338	-0.4141355
PPP1R14B	-0.6664947	0.03265433	0.3578067
VPS37C	-0.09689371	0.1282194	-0.9636961
PHLDB1	-0.5319829	0.4326882	-0.1845976
EPS8L2	-0.05613844	0.2358089	NaN
MOB2	0.4652303	NaN	NaN
PANX1	0.1508696	-0.412104	-0.5799471
RPL27A	-0.1603065	-0.3290661	-0.1090263
HNRNPUL2	0.04003339	-0.3480057	-0.2537472
CAT	0.8043014	0.199421	-0.001153691
SPCS2	-0.2095616	-0.08188497	0.05036798
CTR9	-0.5451608	-0.4954906	-0.3880242
FAM111A	-0.1537105	NaN	NaN
ARCN1	0.2773588	-0.04544291	-0.1118327
CCDC90B	-0.1169892	0.5321671	0.322361
FOXRED1	-0.5130616	NaN	NaN
PSMD13	0.1267086	-0.08542462	0.007231602
APIP	0.02899346	-0.008630399	0.4172128
RNH1	0.7051375	0.1417484	0.06828676
ATL3	1.031395	-0.0536674	-0.1891604
CPSF7	-0.2095885	-0.4679055	-0.2654369
DAK	-0.3141384	0.3190095	0.9005027
FTH1	0.181675	1.888274	1.982791
TPP1	0.6133547	1.419314	1.663419
API5	-0.557412	-0.6449636	-0.2690332
USP47	1.08821	-0.09220739	-0.458067
CAPN5	1.012126	0.0552015	0.1462598
SBF2	1.436162	-0.22471	-0.4376539
EIF3F	0.1777246	-0.1307991	0.0670619
RNF214	-0.3553419	-0.283092	-0.2023864
TALDO1	-0.007103927	0.4491585	-0.002882469
NCAPD3	0.6230336	-0.7473444	-0.4403144
NUP160	-0.151378	-0.3423272	-0.3447149
METTL15	0.4078422	NaN	NaN
CAPRIN1	0.1448376	-0.4353085	-0.01535486
CELF1	-0.6904714	-0.4968203	-0.1672294
EHD1	0.5092398	NaN	NaN
PCNXL3	1.135277	0.4356901	0.4779644
RELA	0.3320491	0.1876579	-0.02431958
PATL1	0.2146222	-0.2012575	0.1973022
RDX	-0.1223274	-0.10742	-0.116764
RNF214	-0.3553419	-0.5062973	NaN
ELP4	0.1327743	-0.1335635	-0.1086248
CLPB	-0.1753055	-0.5581697	0.02050153
AIP	0.007356054	-0.02559583	0.5272004
TUT1	-0.2941901	-0.2183472	0.07550477
MRE11A	0.1271883	-0.4628899	-0.340847
CD44	1.433573	NaN	NaN
ATP6V0A2	-0.4192431	-0.2595437	0.822988
RBM19	-1.1029	-0.2564068	0.4789895
USP15	-0.4725492	-0.2705888	0.4759162
CHD4	-0.3246881	-0.7460547	-0.4739427
GCN1L1	-0.2348811	-0.1895401	0.5764541
KNTC1	0.2348492	-0.5485353	0.3775381
PUS1	0.178936	-0.2722621	0.776701
NCOR2	-0.08370855	-0.6426554	0.001241181
PAWR	0.09815002	-0.1011122	-0.185486
RPAP3	-0.1005769	-0.3881344	0.2337355
SHMT2	-0.267809	0.01260647	0.4072488
CSRP2	0.3371972	0.07761945	0.3989502
VPS37B	-1.034233	-0.3681536	-0.2727398
NDUFA9	-0.1276546	-1.411914	0.4637481
STAT2	0.511167	0.3806903	0.5071112
WNK1	0.4432441	-0.07313479	0.378063
UTP20	0.03801472	-0.6867918	0.1086897
CNOT2	-0.05246384	-0.2331519	0.05719653
ARPC3	-0.2149546	0.2246377	-0.001730151
PKP2	0.4483902	0.8567895	0.5812811
NDUFA12	-0.08222575	-2.313362	0.302
HMGA2	-1.4931	1.323732	2.359342
SART3	-0.4993203	-0.2629142	0.5332841
ALDH2	0.1037647	1.06679	-0.3119681
DDX23	-0.07422672	-0.5221563	0.1301759
C12orf5	0.3821925	0.80221	1.732644
GOLT1B	0.7113187	-0.1327742	0.6998412
IPO8	-0.2082792	-0.2488991	0.2960488
RAB21	0.2008809	-0.1372412	0.5449188
CDK4	-0.7347312	0.1600888	1.351038
MARS	-0.03088558	0.03486964	0.3297579
ANAPC5	-0.2170311	-0.4745658	-0.1293489
ANAPC7	0.1296415	-0.4125105	0.2135877
DIABLO	-0.1033174	-0.1654296	0.6994661
RPLP0	-0.2611848	-0.2873541	-0.07382021
LIMA1	-1.406503	0.7570134	0.2961197
SYT1	-1.643	0.2675311	0.6141911
ARL6IP4	0.1066118	-0.472164	-0.175812
MVK	-1.091821	-0.05155621	0.3990072
PSMD9	0.1474369	0.01073024	0.4723892
PCBP2	-0.2394128	-0.3904476	0.1719698
EIF4B	-0.2353072	-0.4506966	0.3443367
GNS	0.3763334	1.009931	1.268712
SRSF9	-0.589724	-0.61664	0.3799391
CPSF6	-0.1451837	-0.2777466	-0.03181865
ACACB	0.03097168	-0.7393717	-0.5158134
CLIP1	0.2514464	NaN	NaN
PWP1	-0.1304862	-0.03181865	0.6866381
SARNP	0.2282337	NaN	NaN
PTGES3	-0.1079267	-0.3140584	0.3909637
RAP1B	0.1646576	0.288928	0.6379846
PFDN5	-0.09361728	-0.09193664	0.008696695
TMED2	0.1241958	-0.1321162	0.1753706
C12orf57	-0.07351179	-0.1877678	0.2556667
RAB5B	0.5973166	0.4584653	0.901823
BICD1	-0.1250442	-0.546399	0.6255559
RIC8B	0.1674864	-0.6492099	0.3066268
DYNLL1	0.5504081	-0.09909322	-0.02233227
NAB2	-0.2731863	NaN	0.1362202
TSFM	-0.1677175	-0.04390439	0.822503
NUDT4	-0.2965926	-0.3117356	-0.03520165
ATP2B1	-0.002888242	0.03056022	1.691057
MGST1	-0.2378128	0.9340968	1.077559
MRPL42	-0.01206159	0.2561662	0.3770696
CDK2AP1	-1.255852	NaN	NaN
GPRC5A	0.4025109	0.4175018	-0.06777632
SLC38A1	-0.7307035	-0.03734817	0.8840878
APAF1	0.3892364	-0.1465248	0.0856804
SBNO1	-0.03993318	NaN	NaN
NACA	-0.2272106	-0.4125105	0.1527407
NAP1L1	-0.2424646	-0.1849785	0.612836
DDX47	-0.9046832	-0.5458695	0.4069426
AAAS	-0.01135527	-0.2410886	-0.2574935
CBX5	0.06730365	-0.5941663	0.1889894
USP5	0.3139647	0.06775733	0.5922231
ERP29	0.5843853	-0.03238296	0.7147517
M6PR	0.2039975	-0.1021879	1.016891
EMG1	-1.009663	-0.6058736	0.06000617
CS	0.3027266	-0.06253619	0.5087729
PHLDA1	-0.1252581	0.01016338	1.301408
FBXO21	-0.5314922	NaN	0.4361975
NAA25	-0.5435151	0.006883667	0.2482793
HSP90B1	0.2927818	-0.1467855	0.4628133
PHB2	0.03632757	-0.1237986	0.5829874
MYL6B	0.1207693	0.01876118	0.4149221
PRIM1	-0.2411716	-1.493904	-0.3973649
NUP107	-0.06615888	-0.4547023	-0.1811663
MLEC	0.4656089	-0.1054098	0.4660778
NME2P1	-0.4091435	0.1486247	0.1315978
KIF5A	0.1629078	NaN	NaN
ETNK1	-0.6504083	0.008145279	0.1215022
TMPO	0.216486	-0.8002477	-0.1282934
STAT6	-0.4818909	0.03472173	0.5020555
RFC5	-0.04879145	-0.7543744	-0.3453963
ITPR2	-0.0398256	0.1546023	0.06635185
NOC4L	-0.8279928	-0.5591492	0.03879159
YBX3	-0.5367542	0.09710062	1.037829
LEMD3	-0.1110561	-0.08420029	0.4984844
COPZ1	0.3239409	-0.04670059	-0.01221105
METAP2	-0.2001403	-0.4287855	0.3245454
TFCP2	-0.5277685	-0.02275843	0.4141145
IKBIP	0.9076089	-0.06391709	0.7929068
SDSL	-0.6461362	NaN	NaN
PXMP2	-0.5365031	-0.2420842	0.6090463
EP400	-0.6084522	-0.4676969	-0.3040147
FGD4	0.1178598	-0.7899378	0.2370355
VPS33A	0.4696509	0.2840188	0.4698294
MRPS35	-0.1728801	-0.6476369	0.3412081
CAND1	-0.1084252	-0.1280295	0.3147148
BRI3BP	-0.3099674	-0.9404299	0.2861232
CKAP4	0.439038	-0.06225999	0.3949798
HEBP1	0.1672295	0.8226818	0.846921
SMARCC2	1.023103	-0.5266698	-0.1107642
ANO6	0.4091466	0.07065155	0.2319725
PIP4K2C	0.6753385	0.3967261	0.5569875
DDX54	-0.3863552	-0.5643295	0.5244585
RACGAP1	0.2255217	-0.5167682	0.8321283
KRR1	-0.2074779	-0.3088269	0.3115062
YARS2	-0.472169	0.2969171	1.034751
ERGIC2	0.0908684	-0.103397	0.174247
PLBD2	0.4829436	0.7025855	1.538094
PPTC7	0.00035681	NaN	1.375988
NEDD1	0.3439194	-0.2553195	-0.06736333
WBP11	-0.1577533	0.0924316	0.4063689
VPS29	0.09653179	0.1345246	0.3306465
NECAP1	0.09895846	0.03416316	0.7026827
NUP37	-0.2365034	-0.5026361	0.1934368
APPL2	0.7766936	-0.3805079	0.1719047
ATP2A2	0.01621099	0.08626227	0.5723079
RECQL	0.5120752	-0.2110122	0.7655722
PPFIBP1	1.007334	-0.07724295	0.818554
ATXN2	0.07792926	-0.1222089	0.3571413
PPP1R12A	0.2756031	-0.06791405	0.4120015
GLTP	-0.3465364	0.1319138	0.8967642
C12orf23	0.3287224	0.3195856	0.7621427
DDX55	-0.649548	-0.5727926	0.8711259
OS9	0.08349806	-0.1695402	0.5483115
SLC25A3	0.05626069	-0.07683276	0.9203795
CD9	0.7249141	-0.9542708	-0.3099909
CD63	0.2156165	0.7176433	2.145733
ENO2	1.165623	0.7043004	1.147681
TMPO	0.216486	-0.924176	0.188825
ERC1	-0.3117895	0.05538141	0.239941
LEPREL2	-0.3996639	0.3537821	0.005724422
CLIP1	0.2514464	-0.07217448	0.4213801
AACS	0.3884304	0.1989904	-0.3579461
DDX51	-0.5250176	-0.3929768	0.05848808
DHX37	-0.4518001	-0.4371212	0.4249975
TUBA1C	0.3737317	-0.08120317	-0.1352721
FKBP4	-0.484336	-0.3102238	0.2831408
LTA4H	-0.04334941	0.360027	0.9109088
LDHB	-0.08304207	0.1071816	0.6935511
PEBP1	-0.3650886	0.3040062	0.7142782
ARL1	0.1792563	0.1031778	0.1199492
DERA	-0.2009526	-0.2841587	-0.1800205
PRKAB1	0.1276332	0.2768196	1.116035
DCTN2	0.07002288	0.1677662	0.2344652
SNRPF	-0.2211597	-0.5050779	-0.1545833
STK38L	0.3477601	0.3008218	-0.06970219
METTL1	-0.139061	-0.07903498	-0.2060179
EPS8	0.3642362	-0.06336476	0.3883366
TBK1	-0.4916114	0.2600136	0.6048933
STRAP	-0.1109003	-0.2559237	0.1805607
NOP2	-0.5766095	-0.08392821	0.480599
BAZ2A	-0.4947594	-0.480472	0.06230905
CCT2	-0.1929995	-0.163241	0.2630055
PTPN11	-0.2906388	0.08381382	0.8499603
KIAA1033	0.4867658	0.1406983	0.3675829
PA2G4	-0.3302656	-0.454597	0.5756369
NCAPD2	0.6659777	-0.9413317	-0.5934972
RAB35	-0.6123508	-0.081067	0.3963654
COPS7A	-0.2419698	-0.01592581	0.1403485
CMAS	0.1214134	0.3417931	1.596928
ATP5B	0.05377382	0.1400145	0.3460045
WIBG	0.01628121	0.02895502	0.5693079
GOLGA3	0.1187585	-0.1397314	0.3068231
DENR	-0.06476659	0.100778	0.6771028
XPOT	-0.1200904	-0.2590615	0.7026793
LPCAT3	0.09286714	NaN	NaN
ITGA5	0.3869213	0.1485608	-0.1031284
SPATS2	-0.3476558	0.09734756	-0.1741507
RPL6	-0.2154219	-0.5525738	-0.1482182
EEA1	-0.3863363	0.2422599	1.117036
CCDC59	-0.5912767	NaN	0.8077241
DGKA	0.8237181	1.121738	0.7733188
MYL6	0.5212518	-0.1735113	-0.4007565
POC1B	-0.1337329	NaN	0.4945155
ANAPC5	-0.2170311	NaN	NaN
SRGAP1	0.473869	-0.446362	0.5169453
OSBPL8	-0.3659494	0.03249207	0.8191139
LARP4	0.01392662	-0.481299	0.03334805
SCYL2	0.07487335	0.05926953	0.2387488
SLC38A2	-0.5213698	-0.2321696	0.791308
TAOK3	-0.7812256	0.2414751	0.7440038
ZDHHC17	0.3806187	-0.1388144	-0.1440824
UNC119B	0.05394543	0.03834702	0.851235
RSRC2	-0.650816	-0.8583133	-0.3291809
KRAS	0.07942928	0.04464259	0.5559055
RP11-977G19.10	-0.1282982	0.05481179	0.8716009
COQ5	0.2802438	0.3818178	1.079692
TPI1	0.1909309	0.001327955	0.7101655
DIP2B	0.2687937	0.02126264	0.06173688
C2CD5	-0.8534389	-0.3132458	0.4836698
SP1	0.01546506	0.1813948	-0.319937
NT5DC3	2.24992	0.09460286	0.5540615
PFKM	-0.8468692	0.5273459	0.6146905
TMTC3	0.08275983	-0.2132539	0.1073991
PRKAG1	-0.0423502	-0.006190276	0.2962082
DNM1L	0.1335459	-0.04977011	0.5817561
RILPL1	0.4478005	0.2051974	0.05077134
UHRF1BP1L	0.5110061	0.009611495	0.3765078
PTMS	0.07041519	-0.3762904	0.1822786
ASUN	-0.4388939	-0.4382929	-0.2148708
KRT18	2.235526	0.1047593	0.5601748
ZCCHC8	-0.3246998	-0.5412174	-0.3659164
MRPL51	-0.402283	NaN	NaN
SUDS3	0.8098944	NaN	NaN
NUDT4	-0.2965926	-0.7093788	0.3848287
RAN	-0.2374726	-0.3508367	0.3440987
RPS26	-0.2960655	-0.4158668	-0.1048733
CIT	1.584145	-0.427177	0.7966861
POLE	0.02221325	NaN	-0.2956639
SCAF11	-0.09490082	-0.2391536	0.2100287
ESYT1	0.8134426	-0.3502708	0.1805769
TXNRD1	0.8230966	0.7481173	0.6599505
PCBP2	-0.2394128	NaN	NaN
TBC1D15	0.01022254	-0.225275	0.3300481
C12orf29	0.0331431	-0.3306731	0.7703766
ATF7IP	0.03738381	-0.1719634	-0.1103632
IKBIP	0.9076089	0.01022161	0.39388
MON2	0.07011455	-0.09626183	0.1839001
ANKLE2	-0.109312	-0.1385524	0.1854086
CORO1C	0.6790634	-0.09990112	0.3287429
LLPH	-0.4066176	NaN	0.358898
NAP1L1	-0.2424646	0.1684957	0.510971
STK24	0.1090445	-0.09504672	-0.09342497
ALG5	0.3382247	0.227752	0.3379611
KDELC1	0.2899525	-0.3546778	-0.6337566
ABCC4	-0.2441724	0.6397368	0.805207
DNAJC3	-0.1559519	-0.07299756	-0.1394696
AKAP11	-0.418894	0.285249	-0.00187428
TPT1	-0.220533	-0.298541	-0.04963073
UFM1	-0.03886422	0.1663246	0.1340971
UCHL3	-0.7123623	0.4084355	0.2372005
SAP18	0.04194384	NaN	0.1950213
INTS6	-0.3890383	-0.4722798	NaN
TM9SF2	-0.1065874	-0.1656869	0.06630652
NUDT15	-0.4730298	-0.2017593	0.04233787
TPP2	-0.06342237	-0.05602858	0.1476175
CDC16	0.2371965	-0.2630344	-0.2272483
FARP1	0.945383	0.2667151	-0.2579761
CLN5	-0.1836468	0.03550525	0.005420329
CDK8	-1.042656	-0.3458505	NaN
WBP4	-0.08542015	-0.3787335	0.02869001
SLC7A1	-0.9153371	-0.2945173	0.2163505
XPO4	-0.3480781	-0.2142491	-0.01948846
RFC3	-0.2386466	-0.6735564	-0.2454956
POLR1D	-0.670796	0.000288558	NaN
TUBGCP3	-0.007318005	-0.2304489	-0.3097584
CHAMP1	-0.175285	-0.6653927	-0.313478
CKAP2	0.1511617	-0.396905	0.3626732
PCID2	-0.2583044	-0.1401242	-0.2626737
PSPC1	-0.6563079	0.1459245	0.3372658
NUPL1	0.03536836	-2.384547	0.3883177
NAA16	-0.112023	-0.2951352	-0.03097172
SUCLA2	0.3020558	-0.5051796	-0.121546
LIG4	0.3126652	-0.05325048	NaN
PDS5B	0.2806758	-0.7463128	-0.5028399
MIPEP	-0.08891436	-0.01763696	0.1993547
RPL21	-0.16775	-0.3658045	-0.2390314
MYCBP2	0.08024827	NaN	0.09568161
LMO7	2.109015	0.2875715	-0.191689
MRPS31	-0.04493592	-0.8126215	0.2388339
PARP4	0.6520505	0.4065411	0.7203979
KPNA3	-0.437726	-0.1683853	0.03654071
TSC22D1	-0.7610909	0.5159485	0.5717075
RB1	0.1668195	-0.8613996	-0.325962
NBEA	0.2810011	0.5468776	NaN
VPS36	-0.135079	-0.02147971	0.09924715
MTMR6	0.9565004	-0.122474	-0.2357271
RBM26	-0.3862798	NaN	NaN
SKA3	-0.04276032	-0.715454	0.3813103
CARS2	0.2621643	-0.4078422	-0.1313261
B3GALTL	0.5798559	-0.3186928	-0.121546
COMMD6	-0.1482401	-0.02057531	0.1307919
LMO7	2.109015	NaN	NaN
SPRYD7	-0.03265429	-0.06143054	0.09127928
ESD	0.1248399	0.3248346	0.3420675
COG3	-4.64E-05	-0.1414328	-0.2590615
CUL4A	-0.2552772	-0.193961	-0.2100147
ARHGEF7	-0.0904189	-0.03913846	-0.06791405
FNDC3A	-0.0190888	-0.3326221	-0.2036397
GTF2F2	-0.1772724	1.124409	0.1659037
ARGLU1	-0.2942919	-0.3351016	-0.4484781
EXOSC8	-0.1479284	-0.4147849	-0.03520165
MED4	-0.7240359	-0.418147	-0.1497582
TRIM13	0.3025442	-0.3634514	0.0134793
MICU2	0.08354111	-0.04460391	-0.03308826
COG6	0.5390971	-0.06331781	-0.1327742
POLR1D	-0.670796	-0.4633086	-0.2067682
GPALPP1	-0.1571878	0.6798273	NaN
DIS3	0.1059462	-0.3398215	0.2229359
SACS	0.08447251	-0.169412	-0.174082
DIAPH3	-0.06073045	-0.838024	-0.6724705
IPO5	-0.3593421	-0.2880632	-0.1772162
SUGT1	0.4989657	-0.1961033	-0.0716254
PDS5B	0.2806758	NaN	-0.9559823
LAMP1	0.02048441	0.9656153	1.084487
VWA8	-0.2721116	-0.1727436	0.1511541
TBC1D4	1.853317	0.2999687	0.3227399
TBC1D4	1.853317	NaN	NaN
HSPH1	1.100318	-0.1062144	0.3432931
RBM26	-0.3862798	-0.4887206	-0.3008851
NGDN	-0.5752928	-0.719753	-0.06101577
FERMT2	0.188401	-0.2476845	-1.099026
TIMM9	-0.5497257	0.1824095	0.1361884
ATP6V1D	0.1942732	0.5936158	0.3981894
SEL1L	0.08270261	-0.05213766	-0.02304246
PPP2R5E	0.06977234	-0.07066411	-0.02729553
TRIP11	-0.05724157	-0.284751	-0.1066163
RBM25	-0.3613423	-0.3853759	-0.3057954
KIAA0391	-0.01015176	0.06553628	-0.162081
ATXN3	0.1065685	-0.4465739	-0.3984599
SPTLC2	0.1791288	0.2263243	0.01587014
PABPN1	0.2341334	-0.415975	-0.2400089
CRIP2	2.121314	-0.02757871	NaN
TOX4	-0.4704464	-0.5818814	0.1081609
DHRS7	0.9614751	0.7547964	0.1860485
C14orf166	0.5985729	0.08068288	0.1281091
DDX24	-0.2475254	-0.4094723	-0.0246034
BAG5	0.01776539	-0.1715911	-0.1276332
RCOR1	-0.1598309	-0.4664445	-0.2193389
DAD1	0.03195977	-0.09963176	-0.01621102
METTL3	-0.123874	0.1018768	-0.2709474
SRP54	0.2154923	-0.4562804	-0.2462256
SLIRP	-0.2203655	-0.1877678	0.1545059
PSMC1	-0.1246205	-0.1508196	0.0128828
SRSF5	0.02517066	-0.566669	-0.1919416
